Time (min),Temperature (°C),Heat Flow (W/g)
155.02,374.41,-0.2935627441
155.02,374.43,-0.2935636597
155.03,374.44,-0.2935654602
155.03,374.46,-0.2935679321
155.03,374.48,-0.2935703125
155.03,374.49,-0.2935732422
155.03,374.51,-0.2935759888
155.03,374.53,-0.2935789795
155.03,374.54,-0.2935828247
155.04,374.56,-0.2935858459
155.04,374.58,-0.2935889587
155.04,374.59,-0.2935925293
155.04,374.61,-0.2935947876
155.04,374.63,-0.2935977478
155.05,374.64,-0.2936006165
155.05,374.66,-0.2936034241
155.05,374.68,-0.2936060181
155.05,374.69,-0.2936084290
155.05,374.71,-0.2936109924
155.05,374.73,-0.2936133423
155.05,374.74,-0.2936148376
155.06,374.76,-0.2936167297
155.06,374.78,-0.2936196289
155.06,374.79,-0.2936237488
155.06,374.81,-0.2936268005
155.06,374.83,-0.2936288757
155.07,374.84,-0.2936302795
155.07,374.86,-0.2936319885
155.07,374.88,-0.2936346436
155.07,374.89,-0.2936367798
155.07,374.91,-0.2936389465
155.07,374.93,-0.2936406555
155.08,374.94,-0.2936435242
155.08,374.96,-0.2936466064
155.08,374.98,-0.2936506958
155.08,374.99,-0.2936537476
155.08,375.01,-0.2936581726
155.08,375.03,-0.2936620789
155.08,375.04,-0.2936676636
155.09,375.06,-0.2936724854
155.09,375.08,-0.2936764526
155.09,375.09,-0.2936794739
155.09,375.11,-0.2936815491
155.09,375.13,-0.2936831360
155.1,375.14,-0.2936838684
155.1,375.16,-0.2936861267
155.1,375.18,-0.2936869507
155.1,375.19,-0.2936866150
155.1,375.21,-0.2936867371
155.1,375.23,-0.2936880493
155.1,375.24,-0.2936892090
155.11,375.26,-0.2936901855
155.11,375.28,-0.2936894531
155.11,375.29,-0.2936910706
155.11,375.31,-0.2936930237
155.11,375.33,-0.2936945496
155.12,375.35,-0.2936985474
155.12,375.36,-0.2937027893
155.12,375.38,-0.2937077637
155.12,375.39,-0.2937118530
155.12,375.41,-0.2937162781
155.12,375.43,-0.2937211304
155.13,375.44,-0.2937254028
155.13,375.46,-0.2937280273
155.13,375.48,-0.2937306824
155.13,375.49,-0.2937355042
155.13,375.51,-0.2937402039
155.13,375.53,-0.2937465820
155.13,375.54,-0.2937510376
155.14,375.56,-0.2937555847
155.14,375.58,-0.2937588806
155.14,375.59,-0.2937615051
155.14,375.61,-0.2937639465
155.14,375.63,-0.2937671204
155.15,375.64,-0.2937691650
155.15,375.66,-0.2937713623
155.15,375.68,-0.2937738342
155.15,375.69,-0.2937760925
155.15,375.71,-0.2937799683
155.15,375.73,-0.2937846069
155.15,375.74,-0.2937881165
155.16,375.76,-0.2937904053
155.16,375.78,-0.2937932434
155.16,375.79,-0.2937959290
155.16,375.81,-0.2937964783
155.16,375.83,-0.2937970276
155.17,375.84,-0.2937979431
155.17,375.86,-0.2938007202
155.17,375.88,-0.2938040161
155.17,375.89,-0.2938065796
155.17,375.91,-0.2938097839
155.17,375.93,-0.2938131714
155.18,375.94,-0.2938168945
155.18,375.96,-0.2938208618
155.18,375.98,-0.2938257751
155.18,375.99,-0.2938302612
155.18,376.01,-0.2938332520
155.18,376.03,-0.2938369141
155.18,376.04,-0.2938412170
155.19,376.06,-0.2938456421
155.19,376.08,-0.2938493652
155.19,376.09,-0.2938522644
155.19,376.11,-0.2938553467
155.19,376.13,-0.2938599243
155.2,376.14,-0.2938650818
155.2,376.16,-0.2938694153
155.2,376.18,-0.2938750610
155.2,376.19,-0.2938789673
155.2,376.21,-0.2938833923
155.2,376.23,-0.2938871155
155.2,376.24,-0.2938908386
155.21,376.26,-0.2938918152
155.21,376.28,-0.2938930664
155.21,376.29,-0.2938934021
155.21,376.31,-0.2938944702
155.21,376.33,-0.2938960571
155.22,376.34,-0.2938977661
155.22,376.36,-0.2939011230
155.22,376.38,-0.2939052734
155.22,376.4,-0.2939087219
155.22,376.41,-0.2939126892
155.22,376.43,-0.2939166260
155.23,376.44,-0.2939183350
155.23,376.46,-0.2939202271
155.23,376.48,-0.2939215393
155.23,376.49,-0.2939237671
155.23,376.51,-0.2939267578
155.23,376.53,-0.2939298706
155.23,376.55,-0.2939341125
155.24,376.56,-0.2939383850
155.24,376.58,-0.2939404297
155.24,376.59,-0.2939435425
155.24,376.61,-0.2939477234
155.24,376.63,-0.2939518738
155.25,376.64,-0.2939554749
155.25,376.66,-0.2939594727
155.25,376.68,-0.2939647827
155.25,376.7,-0.2939692383
155.25,376.71,-0.2939739075
155.25,376.73,-0.2939769287
155.25,376.74,-0.2939810486
155.26,376.76,-0.2939827881
155.26,376.78,-0.2939854126
155.26,376.79,-0.2939884949
155.26,376.81,-0.2939920044
155.26,376.83,-0.2939960632
155.27,376.84,-0.2940006409
155.27,376.86,-0.2940054932
155.27,376.88,-0.2940108643
155.27,376.89,-0.2940161133
155.27,376.91,-0.2940202637
155.27,376.93,-0.2940241089
155.28,376.94,-0.2940273438
155.28,376.96,-0.2940302124
155.28,376.98,-0.2940328064
155.28,377,-0.2940351868
155.28,377.01,-0.2940382996
155.28,377.03,-0.2940417786
155.28,377.04,-0.2940464478
155.29,377.06,-0.2940503235
155.29,377.08,-0.2940549316
155.29,377.1,-0.2940585632
155.29,377.11,-0.2940639038
155.29,377.13,-0.2940689697
155.3,377.15,-0.2940746460
155.3,377.16,-0.2940797424
155.3,377.18,-0.2940836182
155.3,377.19,-0.2940870056
155.3,377.21,-0.2940906982
155.3,377.23,-0.2940946045
155.3,377.24,-0.2940968933
155.31,377.26,-0.2941001587
155.31,377.28,-0.2941033936
155.31,377.29,-0.2941082458
155.31,377.31,-0.2941129456
155.31,377.33,-0.2941158447
155.32,377.35,-0.2941190796
155.32,377.36,-0.2941225281
155.32,377.38,-0.2941262817
155.32,377.39,-0.2941304626
155.32,377.41,-0.2941344604
155.32,377.43,-0.2941379700
155.33,377.45,-0.2941410217
155.33,377.46,-0.2941456299
155.33,377.48,-0.2941485901
155.33,377.49,-0.2941513367
155.33,377.51,-0.2941537476
155.33,377.53,-0.2941562805
155.33,377.54,-0.2941597900
155.34,377.56,-0.2941632690
155.34,377.58,-0.2941689148
155.34,377.59,-0.2941741028
155.34,377.61,-0.2941811523
155.34,377.63,-0.2941880493
155.35,377.64,-0.2941940308
155.35,377.66,-0.2941985474
155.35,377.68,-0.2942037048
155.35,377.69,-0.2942082520
155.35,377.71,-0.2942135925
155.35,377.73,-0.2942181396
155.35,377.74,-0.2942212219
155.36,377.76,-0.2942247620
155.36,377.78,-0.2942279968
155.36,377.8,-0.2942319031
155.36,377.81,-0.2942374573
155.36,377.83,-0.2942421875
155.37,377.85,-0.2942458496
155.37,377.86,-0.2942504578
155.37,377.88,-0.2942546082
155.37,377.89,-0.2942577209
155.37,377.91,-0.2942605591
155.37,377.93,-0.2942644653
155.38,377.94,-0.2942702026
155.38,377.96,-0.2942745056
155.38,377.98,-0.2942786865
155.38,378,-0.2942832642
155.38,378.01,-0.2942867737
155.38,378.03,-0.2942907715
155.38,378.04,-0.2942963562
155.39,378.06,-0.2943014526
155.39,378.08,-0.2943055420
155.39,378.1,-0.2943096313
155.39,378.11,-0.2943125305
155.39,378.13,-0.2943145447
155.4,378.14,-0.2943185120
155.4,378.16,-0.2943219604
155.4,378.18,-0.2943253479
155.4,378.2,-0.2943280029
155.4,378.21,-0.2943302307
155.4,378.23,-0.2943320007
155.4,378.24,-0.2943341980
155.41,378.26,-0.2943362732
155.41,378.28,-0.2943382874
155.41,378.3,-0.2943413696
155.41,378.31,-0.2943450623
155.41,378.33,-0.2943505554
155.42,378.34,-0.2943564453
155.42,378.36,-0.2943634033
155.42,378.38,-0.2943709717
155.42,378.4,-0.2943770752
155.42,378.41,-0.2943829651
155.42,378.43,-0.2943875122
155.43,378.44,-0.2943904114
155.43,378.46,-0.2943937683
155.43,378.48,-0.2943966370
155.43,378.49,-0.2943986816
155.43,378.51,-0.2944016113
155.43,378.53,-0.2944043579
155.43,378.54,-0.2944078064
155.44,378.56,-0.2944122620
155.44,378.58,-0.2944172668
155.44,378.59,-0.2944240112
155.44,378.61,-0.2944318237
155.44,378.63,-0.2944378967
155.45,378.64,-0.2944427795
155.45,378.66,-0.2944474182
155.45,378.68,-0.2944530334
155.45,378.69,-0.2944571228
155.45,378.71,-0.2944606934
155.45,378.73,-0.2944629822
155.45,378.74,-0.2944660950
155.46,378.76,-0.2944705505
155.46,378.78,-0.2944741516
155.46,378.79,-0.2944774475
155.46,378.81,-0.2944819031
155.46,378.83,-0.2944861450
155.47,378.85,-0.2944900208
155.47,378.86,-0.2944945068
155.47,378.88,-0.2944996948
155.47,378.89,-0.2945040283
155.47,378.91,-0.2945080261
155.47,378.93,-0.2945126648
155.48,378.94,-0.2945175781
155.48,378.96,-0.2945215454
155.48,378.98,-0.2945241394
155.48,378.99,-0.2945262146
155.48,379.01,-0.2945277100
155.48,379.03,-0.2945298767
155.48,379.04,-0.2945326538
155.49,379.06,-0.2945348206
155.49,379.08,-0.2945363159
155.49,379.09,-0.2945373535
155.49,379.11,-0.2945370789
155.49,379.13,-0.2945374146
155.5,379.14,-0.2945373840
155.5,379.16,-0.2945389099
155.5,379.18,-0.2945401306
155.5,379.19,-0.2945428162
155.5,379.21,-0.2945457153
155.5,379.23,-0.2945485229
155.5,379.24,-0.2945508728
155.51,379.26,-0.2945552063
155.51,379.28,-0.2945598145
155.51,379.29,-0.2945644226
155.51,379.31,-0.2945688477
155.51,379.33,-0.2945728455
155.52,379.34,-0.2945753174
155.52,379.36,-0.2945770264
155.52,379.38,-0.2945794067
155.52,379.39,-0.2945809937
155.52,379.41,-0.2945814819
155.52,379.43,-0.2945827942
155.53,379.44,-0.2945830994
155.53,379.46,-0.2945858765
155.53,379.48,-0.2945874634
155.53,379.49,-0.2945896606
155.53,379.51,-0.2945914612
155.53,379.53,-0.2945933533
155.53,379.54,-0.2945958862
155.54,379.56,-0.2945983582
155.54,379.58,-0.2946010437
155.54,379.59,-0.2946026917
155.54,379.61,-0.2946047668
155.54,379.63,-0.2946059265
155.55,379.64,-0.2946067200
155.55,379.66,-0.2946076660
155.55,379.68,-0.2946100769
155.55,379.69,-0.2946122742
155.55,379.71,-0.2946150513
155.55,379.73,-0.2946173706
155.55,379.74,-0.2946199341
155.56,379.76,-0.2946222229
155.56,379.78,-0.2946248779
155.56,379.79,-0.2946274109
155.56,379.81,-0.2946300354
155.56,379.83,-0.2946307983
155.57,379.84,-0.2946333313
155.57,379.86,-0.2946349487
155.57,379.88,-0.2946358337
155.57,379.89,-0.2946374512
155.57,379.91,-0.2946380310
155.57,379.93,-0.2946387024
155.58,379.94,-0.2946410828
155.58,379.96,-0.2946433105
155.58,379.98,-0.2946469116
155.58,379.99,-0.2946508179
155.58,380.01,-0.2946544495
155.58,380.03,-0.2946573181
155.58,380.04,-0.2946589966
155.59,380.06,-0.2946592407
155.59,380.08,-0.2946606445
155.59,380.09,-0.2946613159
155.59,380.11,-0.2946625366
155.59,380.13,-0.2946639404
155.6,380.14,-0.2946654663
155.6,380.16,-0.2946680298
155.6,380.18,-0.2946704407
155.6,380.19,-0.2946730652
155.6,380.21,-0.2946745300
155.6,380.23,-0.2946750183
155.6,380.24,-0.2946760559
155.61,380.26,-0.2946777344
155.61,380.28,-0.2946786499
155.61,380.29,-0.2946797485
155.61,380.31,-0.2946806030
155.61,380.33,-0.2946814270
155.62,380.34,-0.2946840820
155.62,380.36,-0.2946877136
155.62,380.38,-0.2946914978
155.62,380.39,-0.2946950378
155.62,380.41,-0.2946984253
155.62,380.43,-0.2947015686
155.63,380.44,-0.2947028503
155.63,380.46,-0.2947031250
155.63,380.48,-0.2947031555
155.63,380.49,-0.2947044678
155.63,380.51,-0.2947052002
155.63,380.53,-0.2947063599
155.63,380.54,-0.2947089844
155.64,380.56,-0.2947123718
155.64,380.58,-0.2947160645
155.64,380.59,-0.2947196045
155.64,380.61,-0.2947232361
155.64,380.63,-0.2947269287
155.65,380.64,-0.2947308655
155.65,380.66,-0.2947345886
155.65,380.68,-0.2947384338
155.65,380.69,-0.2947423096
155.65,380.71,-0.2947472534
155.65,380.73,-0.2947512512
155.65,380.74,-0.2947566833
155.66,380.76,-0.2947607117
155.66,380.78,-0.2947654724
155.66,380.79,-0.2947695007
155.66,380.81,-0.2947748413
155.66,380.83,-0.2947799683
155.67,380.84,-0.2947864380
155.67,380.86,-0.2947923279
155.67,380.88,-0.2947980347
155.67,380.89,-0.2948045654
155.67,380.91,-0.2948109131
155.67,380.93,-0.2948174438
155.68,380.94,-0.2948241272
155.68,380.96,-0.2948298035
155.68,380.98,-0.2948346558
155.68,380.99,-0.2948403931
155.68,381.01,-0.2948461609
155.68,381.03,-0.2948530273
155.68,381.04,-0.2948577576
155.69,381.06,-0.2948625488
155.69,381.08,-0.2948671265
155.69,381.09,-0.2948708496
155.69,381.11,-0.2948737488
155.69,381.13,-0.2948775330
155.7,381.14,-0.2948813171
155.7,381.16,-0.2948836975
155.7,381.18,-0.2948862915
155.7,381.19,-0.2948883057
155.7,381.21,-0.2948915405
155.7,381.23,-0.2948943481
155.7,381.24,-0.2948990479
155.71,381.26,-0.2949046631
155.71,381.28,-0.2949098206
155.71,381.29,-0.2949154663
155.71,381.31,-0.2949211426
155.71,381.33,-0.2949262085
155.72,381.34,-0.2949304199
155.72,381.36,-0.2949340210
155.72,381.38,-0.2949381714
155.72,381.39,-0.2949420471
155.72,381.41,-0.2949453430
155.72,381.43,-0.2949492493
155.73,381.44,-0.2949525452
155.73,381.46,-0.2949559631
155.73,381.48,-0.2949579163
155.73,381.49,-0.2949610596
155.73,381.51,-0.2949635925
155.73,381.53,-0.2949667358
155.73,381.54,-0.2949711304
155.74,381.56,-0.2949770813
155.74,381.58,-0.2949819946
155.74,381.59,-0.2949856873
155.74,381.61,-0.2949893494
155.74,381.63,-0.2949938049
155.75,381.64,-0.2949989319
155.75,381.66,-0.2950029907
155.75,381.68,-0.2950043640
155.75,381.69,-0.2950069275
155.75,381.71,-0.2950098267
155.75,381.73,-0.2950111694
155.75,381.74,-0.2950140381
155.76,381.76,-0.2950186157
155.76,381.78,-0.2950233154
155.76,381.79,-0.2950272827
155.76,381.81,-0.2950323792
155.76,381.83,-0.2950374756
155.77,381.84,-0.2950424500
155.77,381.86,-0.2950465088
155.77,381.88,-0.2950516663
155.77,381.89,-0.2950559692
155.77,381.91,-0.2950590820
155.77,381.93,-0.2950615845
155.78,381.94,-0.2950646973
155.78,381.96,-0.2950700378
155.78,381.98,-0.2950764465
155.78,381.99,-0.2950830688
155.78,382.01,-0.2950893860
155.78,382.03,-0.2950961914
155.78,382.04,-0.2951046143
155.79,382.06,-0.2951118469
155.79,382.08,-0.2951178589
155.79,382.09,-0.2951241150
155.79,382.11,-0.2951283569
155.79,382.13,-0.2951312866
155.8,382.14,-0.2951352539
155.8,382.16,-0.2951398010
155.8,382.18,-0.2951452942
155.8,382.19,-0.2951500854
155.8,382.21,-0.2951557312
155.8,382.23,-0.2951631470
155.8,382.24,-0.2951703186
155.81,382.26,-0.2951750793
155.81,382.28,-0.2951807251
155.81,382.29,-0.2951861877
155.81,382.31,-0.2951893616
155.81,382.33,-0.2951928711
155.82,382.34,-0.2951968384
155.82,382.36,-0.2952014160
155.82,382.38,-0.2952062378
155.82,382.39,-0.2952099304
155.82,382.41,-0.2952147217
155.82,382.43,-0.2952205811
155.83,382.44,-0.2952245483
155.83,382.46,-0.2952275085
155.83,382.48,-0.2952326660
155.83,382.49,-0.2952373352
155.83,382.51,-0.2952419128
155.83,382.53,-0.2952469177
155.83,382.54,-0.2952529297
155.84,382.56,-0.2952597046
155.84,382.58,-0.2952665710
155.84,382.59,-0.2952713318
155.84,382.61,-0.2952754211
155.84,382.63,-0.2952787170
155.85,382.64,-0.2952820129
155.85,382.66,-0.2952843018
155.85,382.68,-0.2952878723
155.85,382.69,-0.2952915649
155.85,382.71,-0.2952952576
155.85,382.73,-0.2953002930
155.85,382.74,-0.2953066406
155.86,382.76,-0.2953123169
155.86,382.78,-0.2953169556
155.86,382.79,-0.2953220825
155.86,382.81,-0.2953256226
155.86,382.83,-0.2953296814
155.87,382.84,-0.2953336182
155.87,382.86,-0.2953369141
155.87,382.88,-0.2953411865
155.87,382.89,-0.2953446655
155.87,382.91,-0.2953477173
155.87,382.93,-0.2953504028
155.88,382.94,-0.2953534851
155.88,382.96,-0.2953566895
155.88,382.98,-0.2953585815
155.88,382.99,-0.2953603516
155.88,383.01,-0.2953623657
155.88,383.03,-0.2953661499
155.88,383.04,-0.2953706970
155.89,383.06,-0.2953751831
155.89,383.08,-0.2953800964
155.89,383.09,-0.2953855591
155.89,383.11,-0.2953910217
155.89,383.13,-0.2953942871
155.9,383.14,-0.2953962708
155.9,383.16,-0.2953983154
155.9,383.18,-0.2954007874
155.9,383.19,-0.2954053345
155.9,383.21,-0.2954098816
155.9,383.23,-0.2954132996
155.9,383.24,-0.2954183044
155.91,383.26,-0.2954225464
155.91,383.28,-0.2954275513
155.91,383.29,-0.2954327087
155.91,383.31,-0.2954360657
155.91,383.33,-0.2954387207
155.92,383.34,-0.2954434204
155.92,383.36,-0.2954484253
155.92,383.38,-0.2954542236
155.92,383.39,-0.2954586792
155.92,383.41,-0.2954626160
155.92,383.43,-0.2954667358
155.93,383.45,-0.2954690247
155.93,383.46,-0.2954724121
155.93,383.48,-0.2954753113
155.93,383.49,-0.2954781494
155.93,383.51,-0.2954804688
155.93,383.53,-0.2954843445
155.93,383.54,-0.2954888611
155.94,383.56,-0.2954958191
155.94,383.58,-0.2955013733
155.94,383.59,-0.2955059204
155.94,383.61,-0.2955103149
155.94,383.63,-0.2955139465
155.95,383.64,-0.2955167542
155.95,383.66,-0.2955201111
155.95,383.68,-0.2955246277
155.95,383.69,-0.2955287170
155.95,383.71,-0.2955351257
155.95,383.73,-0.2955407410
155.95,383.75,-0.2955472412
155.96,383.76,-0.2955524292
155.96,383.78,-0.2955574951
155.96,383.79,-0.2955625305
155.96,383.81,-0.2955679626
155.96,383.83,-0.2955727844
155.97,383.84,-0.2955764160
155.97,383.86,-0.2955809631
155.97,383.88,-0.2955844421
155.97,383.89,-0.2955878601
155.97,383.91,-0.2955908508
155.97,383.93,-0.2955941772
155.98,383.94,-0.2955961609
155.98,383.96,-0.2955996704
155.98,383.98,-0.2956031799
155.98,383.99,-0.2956063232
155.98,384.01,-0.2956117859
155.98,384.03,-0.2956175842
155.98,384.04,-0.2956224670
155.99,384.06,-0.2956265564
155.99,384.08,-0.2956304932
155.99,384.09,-0.2956343079
155.99,384.11,-0.2956375732
155.99,384.13,-0.2956395264
156,384.14,-0.2956416626
156,384.16,-0.2956427307
156,384.18,-0.2956443787
156,384.2,-0.2956476440
156,384.21,-0.2956512756
156,384.23,-0.2956554260
156,384.24,-0.2956585388
156.01,384.26,-0.2956608887
156.01,384.28,-0.2956645813
156.01,384.29,-0.2956697998
156.01,384.31,-0.2956734009
156.01,384.33,-0.2956780090
156.02,384.34,-0.2956808777
156.02,384.36,-0.2956833801
156.02,384.38,-0.2956877747
156.02,384.39,-0.2956910400
156.02,384.41,-0.2956951904
156.02,384.43,-0.2957000427
156.03,384.44,-0.2957041016
156.03,384.46,-0.2957067871
156.03,384.48,-0.2957086182
156.03,384.49,-0.2957113647
156.03,384.51,-0.2957145386
156.03,384.53,-0.2957171631
156.03,384.54,-0.2957194519
156.04,384.56,-0.2957224426
156.04,384.58,-0.2957252197
156.04,384.59,-0.2957291870
156.04,384.61,-0.2957341003
156.04,384.63,-0.2957378235
156.05,384.64,-0.2957398376
156.05,384.66,-0.2957415466
156.05,384.68,-0.2957435608
156.05,384.69,-0.2957455139
156.05,384.71,-0.2957464905
156.05,384.73,-0.2957494812
156.05,384.74,-0.2957520142
156.06,384.76,-0.2957554626
156.06,384.78,-0.2957587891
156.06,384.79,-0.2957608337
156.06,384.81,-0.2957626953
156.06,384.83,-0.2957648315
156.07,384.84,-0.2957668762
156.07,384.86,-0.2957701111
156.07,384.88,-0.2957730103
156.07,384.89,-0.2957760315
156.07,384.91,-0.2957795715
156.07,384.93,-0.2957822266
156.08,384.94,-0.2957867432
156.08,384.96,-0.2957924805
156.08,384.98,-0.2957976990
156.08,384.99,-0.2958014832
156.08,385.01,-0.2958038025
156.08,385.03,-0.2958071594
156.08,385.04,-0.2958103638
156.09,385.06,-0.2958143616
156.09,385.08,-0.2958158875
156.09,385.09,-0.2958180542
156.09,385.11,-0.2958193665
156.09,385.13,-0.2958214722
156.1,385.14,-0.2958244629
156.1,385.16,-0.2958281555
156.1,385.18,-0.2958319397
156.1,385.19,-0.2958342285
156.1,385.21,-0.2958370972
156.1,385.23,-0.2958398132
156.1,385.24,-0.2958427734
156.11,385.26,-0.2958462830
156.11,385.28,-0.2958488770
156.11,385.29,-0.2958511963
156.11,385.31,-0.2958527527
156.11,385.33,-0.2958539429
156.12,385.34,-0.2958556213
156.12,385.36,-0.2958580627
156.12,385.38,-0.2958602905
156.12,385.39,-0.2958634338
156.12,385.41,-0.2958676758
156.12,385.43,-0.2958722839
156.13,385.44,-0.2958760071
156.13,385.46,-0.2958798523
156.13,385.48,-0.2958823853
156.13,385.49,-0.2958848877
156.13,385.51,-0.2958879395
156.13,385.53,-0.2958921509
156.13,385.54,-0.2958951721
156.14,385.56,-0.2958989868
156.14,385.58,-0.2959020081
156.14,385.59,-0.2959044800
156.14,385.61,-0.2959073181
156.14,385.63,-0.2959087219
156.15,385.64,-0.2959103699
156.15,385.66,-0.2959111328
156.15,385.68,-0.2959132690
156.15,385.69,-0.2959144897
156.15,385.71,-0.2959167175
156.15,385.73,-0.2959197998
156.15,385.74,-0.2959211426
156.16,385.76,-0.2959241943
156.16,385.78,-0.2959282227
156.16,385.79,-0.2959317322
156.16,385.81,-0.2959348450
156.16,385.83,-0.2959374084
156.17,385.84,-0.2959398804
156.17,385.86,-0.2959434509
156.17,385.88,-0.2959478149
156.17,385.89,-0.2959524841
156.17,385.91,-0.2959569092
156.17,385.93,-0.2959599915
156.18,385.94,-0.2959641113
156.18,385.96,-0.2959688110
156.18,385.98,-0.2959734192
156.18,385.99,-0.2959781799
156.18,386.01,-0.2959822693
156.18,386.03,-0.2959862366
156.18,386.04,-0.2959902954
156.19,386.06,-0.2959948425
156.19,386.08,-0.2959992981
156.19,386.09,-0.2960034485
156.19,386.11,-0.2960072327
156.19,386.13,-0.2960113831
156.2,386.14,-0.2960148926
156.2,386.16,-0.2960180664
156.2,386.18,-0.2960223999
156.2,386.19,-0.2960290833
156.2,386.21,-0.2960358887
156.2,386.23,-0.2960418701
156.2,386.24,-0.2960473938
156.21,386.26,-0.2960524597
156.21,386.28,-0.2960559082
156.21,386.29,-0.2960599060
156.21,386.31,-0.2960628357
156.21,386.33,-0.2960668945
156.22,386.34,-0.2960709534
156.22,386.36,-0.2960754700
156.22,386.38,-0.2960808716
156.22,386.39,-0.2960864258
156.22,386.41,-0.2960918579
156.22,386.43,-0.2960970459
156.23,386.44,-0.2961014709
156.23,386.46,-0.2961062317
156.23,386.48,-0.2961105652
156.23,386.49,-0.2961159973
156.23,386.51,-0.2961224365
156.23,386.53,-0.2961299133
156.23,386.54,-0.2961362000
156.24,386.56,-0.2961419678
156.24,386.58,-0.2961462402
156.24,386.59,-0.2961502075
156.24,386.61,-0.2961535034
156.24,386.63,-0.2961559448
156.25,386.64,-0.2961581421
156.25,386.66,-0.2961620178
156.25,386.68,-0.2961664429
156.25,386.69,-0.2961711731
156.25,386.71,-0.2961771545
156.25,386.73,-0.2961839905
156.25,386.74,-0.2961916504
156.26,386.76,-0.2961991272
156.26,386.78,-0.2962051697
156.26,386.79,-0.2962108459
156.26,386.81,-0.2962165527
156.26,386.83,-0.2962207336
156.27,386.84,-0.2962246399
156.27,386.86,-0.2962288208
156.27,386.88,-0.2962333374
156.27,386.89,-0.2962370911
156.27,386.91,-0.2962424316
156.27,386.93,-0.2962480469
156.28,386.94,-0.2962531128
156.28,386.96,-0.2962569885
156.28,386.98,-0.2962610168
156.28,386.99,-0.2962648010
156.28,387.01,-0.2962683716
156.28,387.03,-0.2962718506
156.28,387.04,-0.2962753906
156.29,387.06,-0.2962804871
156.29,387.08,-0.2962846375
156.29,387.09,-0.2962877808
156.29,387.11,-0.2962910156
156.29,387.13,-0.2962941589
156.3,387.14,-0.2962963257
156.3,387.16,-0.2962998962
156.3,387.18,-0.2963031921
156.3,387.19,-0.2963062439
156.3,387.21,-0.2963111572
156.3,387.23,-0.2963161011
156.3,387.24,-0.2963216553
156.31,387.26,-0.2963282471
156.31,387.28,-0.2963325806
156.31,387.29,-0.2963373718
156.31,387.31,-0.2963419800
156.31,387.33,-0.2963463440
156.32,387.34,-0.2963504944
156.32,387.36,-0.2963547668
156.32,387.38,-0.2963590698
156.32,387.39,-0.2963617249
156.32,387.41,-0.2963643188
156.32,387.43,-0.2963679199
156.33,387.44,-0.2963711548
156.33,387.46,-0.2963738098
156.33,387.48,-0.2963756714
156.33,387.49,-0.2963793335
156.33,387.51,-0.2963827820
156.33,387.53,-0.2963862610
156.33,387.54,-0.2963906860
156.34,387.56,-0.2963946228
156.34,387.58,-0.2963984070
156.34,387.59,-0.2964021912
156.34,387.61,-0.2964043579
156.34,387.63,-0.2964063416
156.35,387.64,-0.2964085083
156.35,387.66,-0.2964105225
156.35,387.68,-0.2964116211
156.35,387.69,-0.2964116821
156.35,387.71,-0.2964116516
156.35,387.73,-0.2964136963
156.35,387.74,-0.2964165955
156.36,387.76,-0.2964187317
156.36,387.78,-0.2964216919
156.36,387.79,-0.2964250488
156.36,387.81,-0.2964279175
156.36,387.83,-0.2964299011
156.37,387.84,-0.2964331970
156.37,387.86,-0.2964383240
156.37,387.88,-0.2964414978
156.37,387.89,-0.2964443359
156.37,387.91,-0.2964477234
156.37,387.93,-0.2964512024
156.38,387.94,-0.2964558411
156.38,387.96,-0.2964602966
156.38,387.98,-0.2964657288
156.38,387.99,-0.2964695435
156.38,388.01,-0.2964737854
156.38,388.03,-0.2964768677
156.38,388.04,-0.2964803162
156.39,388.06,-0.2964821167
156.39,388.08,-0.2964837952
156.39,388.09,-0.2964846802
156.39,388.11,-0.2964852295
156.39,388.13,-0.2964854736
156.4,388.14,-0.2964872742
156.4,388.16,-0.2964895325
156.4,388.18,-0.2964914551
156.4,388.19,-0.2964951172
156.4,388.21,-0.2964981384
156.4,388.23,-0.2965034180
156.4,388.24,-0.2965088196
156.41,388.26,-0.2965130615
156.41,388.28,-0.2965197144
156.41,388.29,-0.2965250854
156.41,388.31,-0.2965289917
156.41,388.33,-0.2965324707
156.42,388.34,-0.2965357056
156.42,388.36,-0.2965379639
156.42,388.38,-0.2965392761
156.42,388.39,-0.2965409546
156.42,388.41,-0.2965433044
156.42,388.43,-0.2965451355
156.43,388.44,-0.2965470581
156.43,388.46,-0.2965502014
156.43,388.48,-0.2965528870
156.43,388.49,-0.2965551453
156.43,388.51,-0.2965570679
156.43,388.53,-0.2965601196
156.43,388.54,-0.2965634155
156.44,388.56,-0.2965664368
156.44,388.58,-0.2965691833
156.44,388.59,-0.2965722351
156.44,388.61,-0.2965762939
156.44,388.63,-0.2965798950
156.45,388.64,-0.2965846252
156.45,388.66,-0.2965897827
156.45,388.68,-0.2965935974
156.45,388.69,-0.2965975037
156.45,388.71,-0.2966004333
156.45,388.73,-0.2966035767
156.45,388.74,-0.2966081238
156.46,388.76,-0.2966142273
156.46,388.78,-0.2966209717
156.46,388.79,-0.2966290894
156.46,388.81,-0.2966382751
156.46,388.83,-0.2966477966
156.47,388.84,-0.2966574097
156.47,388.86,-0.2966675110
156.47,388.87,-0.2966773071
156.47,388.89,-0.2966871338
156.47,388.91,-0.2967048035
156.47,388.92,-0.2967239685
156.48,388.94,-0.2967483521
156.48,388.95,-0.2967700806
