Temperaturee (°C),Heat flow (W/g)
1.55,39.62,-0.129635178
1.55,39.64,-0.129644257
1.55,39.65,-0.129654282
1.55,39.67,-0.129664261
1.56,39.69,-0.129674484
1.56,39.7,-0.129685074
1.56,39.72,-0.129695557
1.56,39.74,-0.129705917
1.56,39.75,-0.129715622
1.56,39.77,-0.129724869
1.57,39.79,-0.12973526
1.57,39.8,-0.129745377
1.57,39.82,-0.129755112
1.57,39.84,-0.129763825
1.57,39.85,-0.129772446
1.57,39.87,-0.129780594
1.58,39.89,-0.129789246
1.58,39.9,-0.129798859
1.58,39.92,-0.129809387
1.58,39.94,-0.129819748
1.58,39.95,-0.129830032
1.58,39.97,-0.12984111
1.58,39.99,-0.129852997
1.59,40,-0.129863525
1.59,40.02,-0.129873077
1.59,40.04,-0.129882141
1.59,40.05,-0.129891052
1.59,40.07,-0.129900497
1.59,40.09,-0.129910111
1.6,40.1,-0.129919617
1.6,40.12,-0.129928925
1.6,40.14,-0.129938294
1.6,40.15,-0.129947617
1.6,40.17,-0.129957809
1.61,40.19,-0.129968826
1.61,40.2,-0.129980148
1.61,40.22,-0.12999115
1.61,40.24,-0.130001633
1.61,40.25,-0.130012192
1.61,40.27,-0.130022369
1.62,40.29,-0.130032471
1.62,40.3,-0.130042236
1.62,40.32,-0.130051758
1.62,40.34,-0.130060593
1.62,40.35,-0.130068283
1.62,40.37,-0.130076538
1.63,40.39,-0.130086624
1.63,40.4,-0.130096466
1.63,40.42,-0.130106369
1.63,40.44,-0.13011586
1.63,40.45,-0.130125824
1.63,40.47,-0.130135178
1.63,40.49,-0.130144882
1.64,40.5,-0.130154877
1.64,40.52,-0.130164749
1.64,40.54,-0.130173798
1.64,40.55,-0.130182999
1.64,40.57,-0.130192749
1.64,40.59,-0.130202759
1.65,40.6,-0.130212753
1.65,40.62,-0.130222031
1.65,40.63,-0.130231522
1.65,40.65,-0.130240936
1.65,40.67,-0.130250778
1.66,40.68,-0.130259995
1.66,40.7,-0.130268585
1.66,40.72,-0.130276596
1.66,40.74,-0.130284638
1.66,40.75,-0.130292877
1.66,40.77,-0.130302429
1.67,40.78,-0.130312286
1.67,40.8,-0.130321304
1.67,40.82,-0.130330292
1.67,40.84,-0.130338928
1.67,40.85,-0.130347992
1.67,40.87,-0.130358048
1.68,40.89,-0.130366867
1.68,40.9,-0.130374817
1.68,40.92,-0.130382095
1.68,40.94,-0.130389008
1.68,40.95,-0.130395874
1.68,40.97,-0.130402725
1.68,40.98,-0.130409836
1.69,41,-0.130416504
1.69,41.02,-0.13042366
1.69,41.03,-0.130432022
1.69,41.05,-0.13044075
1.69,41.07,-0.130449966
1.69,41.08,-0.130459168
1.7,41.1,-0.130468613
1.7,41.12,-0.130479233
1.7,41.13,-0.130490097
1.7,41.15,-0.13050029
1.7,41.17,-0.130510056
1.71,41.18,-0.130519684
1.71,41.2,-0.130529572
1.71,41.22,-0.130539703
1.71,41.23,-0.130549805
1.71,41.25,-0.130559189
1.71,41.27,-0.130567383
1.72,41.28,-0.130575562
1.72,41.3,-0.13058432
1.72,41.32,-0.130593674
1.72,41.33,-0.1306026
1.72,41.35,-0.13061116
1.72,41.37,-0.130619965
1.73,41.38,-0.130628708
1.73,41.4,-0.130637039
1.73,41.42,-0.130645218
1.73,41.43,-0.130652969
1.73,41.45,-0.130659805
1.73,41.47,-0.130666779
1.73,41.48,-0.130674362
1.74,41.5,-0.130681885
1.74,41.52,-0.130689407
1.74,41.53,-0.130697693
1.74,41.55,-0.130705963
1.74,41.57,-0.130714249
1.74,41.58,-0.130723496
1.75,41.6,-0.13073349
1.75,41.62,-0.130742676
1.75,41.63,-0.130751984
1.75,41.65,-0.130761002
1.75,41.67,-0.130769608
1.76,41.68,-0.130777924
1.76,41.7,-0.130785858
1.76,41.72,-0.130793732
1.76,41.73,-0.130800308
1.76,41.75,-0.130807373
1.76,41.77,-0.130814941
1.77,41.78,-0.130823151
1.77,41.8,-0.130830124
1.77,41.82,-0.130837601
1.77,41.83,-0.130844955
1.77,41.85,-0.130852539
1.77,41.87,-0.130859924
1.78,41.88,-0.130867554
1.78,41.9,-0.130875046
1.78,41.92,-0.130882813
1.78,41.93,-0.130891342
1.78,41.95,-0.130899429
1.78,41.97,-0.130907898
1.78,41.98,-0.130916168
1.79,42,-0.13092511
1.79,42.02,-0.130933594
1.79,42.03,-0.130941147
1.79,42.05,-0.130948746
1.79,42.07,-0.130957047
1.79,42.08,-0.130965988
1.8,42.1,-0.130975189
1.8,42.12,-0.130984711
1.8,42.13,-0.130995026
1.8,42.15,-0.131005005
1.8,42.17,-0.131014023
1.81,42.18,-0.131023499
1.81,42.2,-0.131032669
1.81,42.22,-0.131042725
1.81,42.23,-0.131052429
1.81,42.25,-0.131062058
1.81,42.27,-0.131072052
1.82,42.28,-0.131081146
1.82,42.3,-0.131090637
1.82,42.32,-0.1311008
1.82,42.33,-0.131109283
1.82,42.35,-0.131117157
1.82,42.37,-0.131124908
1.83,42.38,-0.131131989
1.83,42.4,-0.131138718
1.83,42.42,-0.131145401
1.83,42.43,-0.131153259
1.83,42.45,-0.131160904
1.83,42.47,-0.131169601
1.83,42.48,-0.131179016
1.84,42.5,-0.131188614
1.84,42.52,-0.131198517
1.84,42.53,-0.131208115
1.84,42.55,-0.131218323
1.84,42.57,-0.131227783
1.84,42.58,-0.131235962
1.85,42.6,-0.131244782
1.85,42.62,-0.131253616
1.85,42.63,-0.131262634
1.85,42.65,-0.131270538
1.85,42.67,-0.131278214
1.86,42.68,-0.131285202
1.86,42.7,-0.131293167
1.86,42.72,-0.131300293
1.86,42.73,-0.131308289
1.86,42.75,-0.131316879
1.86,42.77,-0.131324982
1.87,42.78,-0.131334351
1.87,42.8,-0.131344147
1.87,42.82,-0.131352676
1.87,42.83,-0.131360977
1.87,42.85,-0.131370483
1.87,42.87,-0.131379349
1.88,42.88,-0.131388336
1.88,42.9,-0.131398239
1.88,42.92,-0.131407898
1.88,42.93,-0.131417542
1.88,42.95,-0.131427475
1.88,42.97,-0.131437607
1.88,42.98,-0.131447861
1.89,43,-0.131457245
1.89,43.02,-0.131467423
1.89,43.03,-0.131479279
1.89,43.05,-0.131490707
1.89,43.07,-0.131502258
1.89,43.08,-0.131513825
1.9,43.1,-0.131524918
1.9,43.12,-0.131535324
1.9,43.13,-0.131546005
1.9,43.15,-0.131557037
1.9,43.17,-0.131566391
1.91,43.18,-0.131574875
1.91,43.2,-0.131582886
1.91,43.22,-0.131592102
1.91,43.23,-0.131601379
1.91,43.25,-0.131611832
1.91,43.27,-0.131622055
1.92,43.28,-0.131631348
1.92,43.3,-0.131641678
1.92,43.32,-0.131650543
1.92,43.33,-0.131659363
1.92,43.35,-0.13166806
1.92,43.37,-0.131676331
1.93,43.38,-0.131684647
1.93,43.4,-0.131692947
1.93,43.42,-0.13170134
1.93,43.43,-0.131710236
1.93,43.45,-0.131719666
1.93,43.47,-0.131727631
1.93,43.48,-0.131734909
1.94,43.5,-0.131742386
1.94,43.52,-0.131751038
1.94,43.53,-0.131761246
1.94,43.55,-0.131771225
1.94,43.57,-0.131782333
1.94,43.58,-0.131793289
1.95,43.6,-0.131802994
1.95,43.62,-0.131812683
1.95,43.63,-0.131823135
1.95,43.65,-0.131833801
1.95,43.67,-0.131842636
1.96,43.68,-0.131850784
1.96,43.7,-0.131858643
1.96,43.72,-0.13186763
1.96,43.73,-0.131876694
1.96,43.75,-0.131885773
1.96,43.77,-0.131895371
1.97,43.78,-0.13190477
1.97,43.8,-0.131912994
1.97,43.82,-0.131921295
1.97,43.83,-0.131930084
1.97,43.85,-0.131939468
1.97,43.87,-0.131948639
1.98,43.88,-0.131957748
1.98,43.9,-0.131966339
1.98,43.92,-0.131974457
1.98,43.93,-0.131982086
1.98,43.95,-0.131990082
1.98,43.96,-0.131998215
1.98,43.98,-0.13200679
1.99,44,-0.132015198
1.99,44.01,-0.132022827
1.99,44.03,-0.132031708
1.99,44.05,-0.132040268
1.99,44.07,-0.132049454
1.99,44.08,-0.132058884
2,44.1,-0.13206778
2,44.12,-0.132077652
2,44.13,-0.132087814
2,44.15,-0.132097763
2,44.16,-0.132107361
2.01,44.18,-0.132116684
2.01,44.2,-0.132125794
2.01,44.21,-0.132133545
2.01,44.23,-0.132141556
2.01,44.25,-0.132148621
2.01,44.26,-0.132156235
2.02,44.28,-0.132163559
2.02,44.3,-0.132171463
2.02,44.31,-0.132180054
2.02,44.33,-0.132188644
2.02,44.35,-0.132197571
2.02,44.36,-0.132206116
2.03,44.38,-0.132214462
2.03,44.4,-0.132223023
2.03,44.42,-0.132231339
2.03,44.43,-0.132239639
2.03,44.45,-0.132247437
2.03,44.46,-0.132254562
2.03,44.48,-0.13226268
2.04,44.5,-0.132272049
2.04,44.52,-0.132282257
2.04,44.53,-0.132292282
2.04,44.55,-0.132302261
2.04,44.56,-0.132311569
2.04,44.58,-0.132320313
2.05,44.6,-0.132329208
2.05,44.61,-0.13233844
2.05,44.63,-0.132346344
2.05,44.65,-0.132354355
2.05,44.67,-0.132362595
2.06,44.68,-0.132371964
2.06,44.7,-0.132381531
2.06,44.71,-0.132390747
2.06,44.73,-0.132399338
2.06,44.75,-0.132408768
2.06,44.76,-0.13241861
2.07,44.78,-0.13242749
2.07,44.8,-0.132436691
2.07,44.81,-0.13244693
2.07,44.83,-0.132456299
2.07,44.85,-0.132466126
2.07,44.86,-0.132475861
2.08,44.88,-0.132485092
2.08,44.9,-0.132494278
2.08,44.91,-0.132502289
2.08,44.93,-0.132510086
2.08,44.95,-0.132518204
2.08,44.96,-0.132525955
2.08,44.98,-0.132534164
2.09,45,-0.132541412
2.09,45.01,-0.132549423
2.09,45.03,-0.132558395
2.09,45.05,-0.132567703
2.09,45.07,-0.132577393
2.09,45.08,-0.132586655
2.1,45.1,-0.132595841
2.1,45.12,-0.132604584
2.1,45.13,-0.132613648
2.1,45.15,-0.132621262
2.1,45.17,-0.132629288
2.11,45.18,-0.132636917
2.11,45.2,-0.132645081
2.11,45.21,-0.132653427
2.11,45.23,-0.132662491
2.11,45.25,-0.132671005
2.11,45.26,-0.132680252
2.12,45.28,-0.132689316
2.12,45.3,-0.132697968
2.12,45.32,-0.132707306
2.12,45.33,-0.132715958
2.12,45.35,-0.132724152
2.12,45.36,-0.132732163
2.13,45.38,-0.132739349
2.13,45.4,-0.132745834
2.13,45.42,-0.132753952
2.13,45.43,-0.132762268
2.13,45.45,-0.132771317
2.13,45.47,-0.132780304
2.14,45.48,-0.132789963
2.14,45.5,-0.132799103
2.14,45.51,-0.132809097
2.14,45.53,-0.132819016
2.14,45.55,-0.132828735
2.14,45.57,-0.132837524
2.14,45.58,-0.132844803
2.15,45.6,-0.132852829
2.15,45.62,-0.132861694
2.15,45.63,-0.13287117
2.15,45.65,-0.132880707
2.15,45.66,-0.132888916
2.16,45.68,-0.132897156
2.16,45.7,-0.132905853
2.16,45.72,-0.132913544
2.16,45.73,-0.132921921
2.16,45.75,-0.132930527
2.16,45.77,-0.132939209
2.16,45.78,-0.132947174
2.17,45.8,-0.132957214
2.17,45.82,-0.132968079
2.17,45.83,-0.132977951
2.17,45.85,-0.132987259
2.17,45.86,-0.13299617
2.18,45.88,-0.133004883
2.18,45.9,-0.133013489
2.18,45.91,-0.133021271
2.18,45.93,-0.133028946
2.18,45.95,-0.133036743
2.18,45.97,-0.133045349
2.19,45.98,-0.1330551
2.19,46,-0.133065125
2.19,46.01,-0.13307576
2.19,46.03,-0.13308699
2.19,46.05,-0.133099258
2.19,46.06,-0.133111359
2.19,46.08,-0.133123505
2.2,46.1,-0.13313446
2.2,46.11,-0.133144928
2.2,46.13,-0.133153549
2.2,46.15,-0.133161514
2.2,46.16,-0.13316951
2.21,46.18,-0.133176346
2.21,46.2,-0.133182648
2.21,46.21,-0.133189056
2.21,46.23,-0.133197571
2.21,46.25,-0.133207398
2.21,46.26,-0.133217621
2.21,46.28,-0.133228684
2.22,46.3,-0.133239655
2.22,46.31,-0.133251038
2.22,46.33,-0.133262985
2.22,46.35,-0.133275528
2.22,46.36,-0.133287705
2.23,46.38,-0.133297806
2.23,46.4,-0.133306366
2.23,46.41,-0.133315369
2.23,46.43,-0.133325073
2.23,46.45,-0.133335388
2.23,46.46,-0.133345322
2.24,46.48,-0.133355362
2.24,46.5,-0.133365356
2.24,46.51,-0.133373962
2.24,46.53,-0.133382187
2.24,46.55,-0.133391266
2.24,46.56,-0.133400192
2.24,46.58,-0.133408127
2.25,46.6,-0.133415115
2.25,46.61,-0.133422531
2.25,46.63,-0.133430389
2.25,46.65,-0.133439529
2.25,46.66,-0.133448288
2.26,46.68,-0.133457779
2.26,46.7,-0.133467224
2.26,46.72,-0.133475769
2.26,46.73,-0.133484467
2.26,46.75,-0.133493286
2.26,46.76,-0.133502014
2.26,46.78,-0.133511093
2.27,46.8,-0.133520493
2.27,46.81,-0.133530792
2.27,46.83,-0.133541824
2.27,46.85,-0.133553009
2.27,46.86,-0.133563858
2.28,46.88,-0.133573898
2.28,46.9,-0.133582489
2.28,46.91,-0.133589874
2.28,46.93,-0.133597626
2.28,46.95,-0.133605225
2.28,46.96,-0.133612076
2.29,46.98,-0.133619217
2.29,47,-0.133626007
2.29,47.01,-0.13363324
2.29,47.03,-0.133641525
2.29,47.05,-0.133650757
2.29,47.06,-0.133661057
2.29,47.08,-0.133672165
2.3,47.1,-0.133683197
2.3,47.12,-0.133694244
2.3,47.13,-0.133706421
2.3,47.15,-0.133717773
2.3,47.17,-0.133728577
2.31,47.18,-0.133739365
2.31,47.2,-0.133749725
2.31,47.22,-0.133760239
2.31,47.23,-0.133770737
2.31,47.25,-0.133782486
2.31,47.27,-0.133794022
2.31,47.28,-0.133804642
2.32,47.3,-0.133814789
2.32,47.32,-0.133826187
2.32,47.33,-0.133837097
2.32,47.35,-0.133847778
2.32,47.37,-0.133858826
2.33,47.38,-0.133869858
2.33,47.4,-0.13388031
2.33,47.42,-0.133890472
2.33,47.43,-0.133900559
2.33,47.45,-0.133910523
2.33,47.47,-0.133919647
2.34,47.48,-0.133929123
2.34,47.5,-0.133940048
2.34,47.52,-0.133951004
2.34,47.53,-0.13396286
2.34,47.55,-0.133973908
2.34,47.56,-0.133984802
2.34,47.58,-0.133996719
2.35,47.6,-0.134009094
2.35,47.61,-0.134021606
2.35,47.63,-0.134033569
2.35,47.65,-0.134045715
2.35,47.66,-0.134058228
2.36,47.68,-0.134069977
2.36,47.7,-0.134081009
2.36,47.71,-0.134092026
2.36,47.73,-0.134102982
2.36,47.75,-0.134113358
2.36,47.76,-0.134123825
2.36,47.78,-0.134134216
2.37,47.8,-0.13414502
2.37,47.81,-0.134155655
2.37,47.83,-0.134166611
2.37,47.85,-0.134177918
2.37,47.86,-0.134188843
2.38,47.88,-0.134199509
2.38,47.9,-0.134210495
2.38,47.91,-0.134221481
2.38,47.93,-0.134233261
2.38,47.95,-0.134245468
2.38,47.96,-0.134257813
2.39,47.98,-0.13426886
2.39,48,-0.134279999
2.39,48.01,-0.134291946
2.39,48.03,-0.134303635
2.39,48.05,-0.134314728
2.39,48.06,-0.13432428
2.39,48.08,-0.134334381
2.4,48.1,-0.134345078
2.4,48.11,-0.134356216
2.4,48.13,-0.134367096
2.4,48.15,-0.134376755
2.4,48.17,-0.134384628
2.41,48.18,-0.13439328
2.41,48.2,-0.134400787
2.41,48.21,-0.13440892
2.41,48.23,-0.134416168
2.41,48.25,-0.134423065
2.41,48.26,-0.134430176
2.41,48.28,-0.134439072
2.42,48.3,-0.134449112
2.42,48.31,-0.134460129
2.42,48.33,-0.134469421
2.42,48.35,-0.134478409
2.42,48.36,-0.134488861
2.43,48.38,-0.134498993
2.43,48.4,-0.13450914
2.43,48.41,-0.134518997
2.43,48.43,-0.134527756
2.43,48.45,-0.134536758
2.43,48.47,-0.134546173
2.44,48.48,-0.134556534
2.44,48.5,-0.134567429
2.44,48.51,-0.134577698
2.44,48.53,-0.13458728
2.44,48.55,-0.134598084
2.44,48.56,-0.13460878
2.44,48.58,-0.134618652
2.45,48.6,-0.134628037
2.45,48.62,-0.134636322
2.45,48.63,-0.134644791
2.45,48.65,-0.134654083
2.45,48.66,-0.134663605
2.46,48.68,-0.134673569
2.46,48.7,-0.13468367
2.46,48.71,-0.134694428
2.46,48.73,-0.134705399
2.46,48.75,-0.134716354
2.46,48.76,-0.134727097
2.46,48.78,-0.13473793
2.47,48.8,-0.134749329
2.47,48.81,-0.134759781
2.47,48.83,-0.134769623
2.47,48.85,-0.134779617
2.47,48.86,-0.134790222
2.48,48.88,-0.134800629
2.48,48.9,-0.134811493
2.48,48.91,-0.134822083
2.48,48.93,-0.134831787
2.48,48.95,-0.134841034
2.48,48.96,-0.134850479
2.49,48.98,-0.134859924
2.49,49,-0.134869644
2.49,49.01,-0.134879471
2.49,49.03,-0.134889267
2.49,49.05,-0.134899307
2.49,49.06,-0.134909454
2.49,49.08,-0.134918686
2.5,49.1,-0.134928223
2.5,49.11,-0.134939362
2.5,49.13,-0.134950211
2.5,49.15,-0.134960922
2.5,49.16,-0.134972305
2.51,49.18,-0.134983246
2.51,49.2,-0.134994431
2.51,49.21,-0.135004807
2.51,49.23,-0.135014633
2.51,49.25,-0.135024475
2.51,49.27,-0.135033142
2.51,49.28,-0.135042603
2.52,49.3,-0.135051422
2.52,49.32,-0.135060181
2.52,49.33,-0.135068955
2.52,49.35,-0.135078812
2.52,49.36,-0.135088776
2.53,49.38,-0.135099243
2.53,49.4,-0.135109406
2.53,49.42,-0.135119064
2.53,49.43,-0.135129776
2.53,49.45,-0.135139862
2.53,49.46,-0.135149292
2.54,49.48,-0.135159378
2.54,49.5,-0.135169373
2.54,49.52,-0.135179199
2.54,49.53,-0.135189407
2.54,49.55,-0.135199066
2.54,49.57,-0.135208115
2.54,49.58,-0.135217148
2.55,49.6,-0.135225464
2.55,49.61,-0.135234802
2.55,49.63,-0.135244217
2.55,49.65,-0.135253616
2.55,49.67,-0.135263733
2.56,49.68,-0.135274307
2.56,49.7,-0.135284119
2.56,49.72,-0.135294281
2.56,49.73,-0.135304016
2.56,49.75,-0.135315033
2.56,49.77,-0.135326126
2.56,49.78,-0.135337158
2.57,49.8,-0.13534877
2.57,49.81,-0.135360123
2.57,49.83,-0.135370499
2.57,49.85,-0.135380737
2.57,49.87,-0.135391296
2.58,49.88,-0.135401199
2.58,49.9,-0.135411408
2.58,49.92,-0.135421158
2.58,49.93,-0.135431946
2.58,49.95,-0.135442337
2.58,49.96,-0.135453522
2.59,49.98,-0.135464661
2.59,50,-0.135475983
2.59,50.02,-0.13548732
2.59,50.03,-0.135498077
2.59,50.05,-0.135509125
2.59,50.07,-0.135520309
2.59,50.08,-0.13553038
2.6,50.1,-0.135540314
2.6,50.12,-0.135550934
2.6,50.13,-0.135560974
2.6,50.15,-0.135570725
2.6,50.16,-0.135580368
2.61,50.18,-0.135590515
2.61,50.2,-0.135601151
2.61,50.22,-0.135612488
2.61,50.23,-0.135624374
2.61,50.25,-0.135634628
2.61,50.27,-0.135644623
2.61,50.28,-0.13565567
2.62,50.3,-0.135666061
2.62,50.32,-0.135676025
2.62,50.33,-0.135685181
2.62,50.35,-0.13569458
2.62,50.37,-0.135703552
2.63,50.38,-0.135712128
2.63,50.4,-0.135721436
2.63,50.42,-0.135732422
2.63,50.43,-0.135743225
2.63,50.45,-0.135753754
2.63,50.47,-0.13576506
2.64,50.48,-0.135776474
2.64,50.5,-0.135787216
2.64,50.52,-0.135797165
2.64,50.53,-0.135806427
2.64,50.55,-0.135815964
2.64,50.57,-0.13582637
2.64,50.58,-0.135836594
2.65,50.6,-0.135846405
2.65,50.62,-0.135856247
2.65,50.63,-0.135865784
2.65,50.65,-0.1358759
2.65,50.67,-0.135885986
2.66,50.68,-0.135895889
2.66,50.7,-0.135905884
2.66,50.72,-0.135915558
2.66,50.73,-0.135926086
2.66,50.75,-0.13593573
2.66,50.77,-0.135944946
2.66,50.78,-0.135954102
2.67,50.8,-0.135962296
2.67,50.82,-0.135971222
2.67,50.83,-0.135980652
2.67,50.85,-0.13599057
2.67,50.87,-0.136001831
2.68,50.88,-0.136014145
2.68,50.9,-0.136026566
2.68,50.92,-0.136039322
2.68,50.93,-0.136051361
2.68,50.95,-0.136062256
2.68,50.97,-0.136072586
2.69,50.98,-0.136082367
2.69,51,-0.136091415
2.69,51.02,-0.136098969
2.69,51.03,-0.136106003
2.69,51.05,-0.136113632
2.69,51.07,-0.13612323
2.69,51.08,-0.136132675
2.7,51.1,-0.136143555
2.7,51.11,-0.136154923
2.7,51.13,-0.136166321
2.7,51.15,-0.136178513
2.7,51.17,-0.136191315
2.71,51.18,-0.136204178
2.71,51.2,-0.13621492
2.71,51.21,-0.136225891
2.71,51.23,-0.136236939
2.71,51.25,-0.136247147
2.71,51.27,-0.13625769
2.71,51.28,-0.136266129
2.72,51.3,-0.136275101
2.72,51.31,-0.136283478
2.72,51.33,-0.136292069
2.72,51.35,-0.136300674
2.72,51.37,-0.136309631
2.73,51.38,-0.136319
2.73,51.4,-0.136328095
2.73,51.41,-0.136337616
2.73,51.43,-0.136346848
2.73,51.45,-0.13635759
2.73,51.46,-0.136368347
2.74,51.48,-0.136379013
2.74,51.5,-0.136389435
2.74,51.51,-0.136399307
2.74,51.53,-0.136408783
2.74,51.55,-0.136416641
2.74,51.56,-0.136424622
2.74,51.58,-0.136431809
2.75,51.6,-0.136438431
2.75,51.62,-0.136445099
2.75,51.63,-0.136451874
2.75,51.65,-0.136460159
2.75,51.66,-0.136468384
2.76,51.68,-0.136476456
2.76,51.7,-0.136484467
2.76,51.72,-0.136492477
2.76,51.73,-0.136501099
2.76,51.75,-0.136509186
2.76,51.76,-0.136518509
2.76,51.78,-0.136528183
2.77,51.8,-0.136538361
2.77,51.82,-0.136548401
2.77,51.83,-0.136558746
2.77,51.85,-0.136569458
2.77,51.87,-0.136579102
2.78,51.88,-0.136589676
2.78,51.9,-0.136599533
2.78,51.92,-0.136608521
2.78,51.93,-0.136617447
2.78,51.95,-0.136625626
2.78,51.97,-0.136633041
2.79,51.98,-0.136640869
2.79,52,-0.136648911
2.79,52.02,-0.136658005
2.79,52.03,-0.136667313
2.79,52.05,-0.136676056
2.79,52.06,-0.136685974
2.79,52.08,-0.136696228
2.8,52.1,-0.13670607
2.8,52.12,-0.136715851
2.8,52.13,-0.136726425
2.8,52.15,-0.136737167
2.8,52.17,-0.136747665
2.81,52.18,-0.136757126
2.81,52.2,-0.136766205
2.81,52.22,-0.136774735
2.81,52.23,-0.13678241
2.81,52.25,-0.136790192
2.81,52.27,-0.136796722
2.81,52.28,-0.136804199
2.82,52.3,-0.136812592
2.82,52.32,-0.136821915
2.82,52.33,-0.136831787
2.82,52.35,-0.136842148
2.82,52.37,-0.136853012
2.83,52.38,-0.136863709
2.83,52.4,-0.136875259
2.83,52.42,-0.136886658
2.83,52.43,-0.136896683
2.83,52.45,-0.13690535
2.83,52.46,-0.13691478
2.84,52.48,-0.136922974
2.84,52.5,-0.136931412
2.84,52.52,-0.136940933
2.84,52.53,-0.136950012
2.84,52.55,-0.136959335
2.84,52.57,-0.136968811
2.84,52.58,-0.136978546
2.85,52.6,-0.136987869
2.85,52.62,-0.136997192
2.85,52.63,-0.137007187
2.85,52.65,-0.137016785
2.85,52.67,-0.137025574
2.86,52.68,-0.13703363
2.86,52.7,-0.137042236
2.86,52.72,-0.137052002
2.86,52.73,-0.137062027
2.86,52.75,-0.137071976
2.86,52.77,-0.137080734
2.86,52.78,-0.137088501
2.87,52.8,-0.137097382
2.87,52.82,-0.137107132
2.87,52.83,-0.137116409
2.87,52.85,-0.13712558
2.87,52.87,-0.137133911
2.88,52.88,-0.137142059
2.88,52.9,-0.137152054
2.88,52.92,-0.13716217
2.88,52.93,-0.137171936
2.88,52.95,-0.13717981
2.88,52.97,-0.137188217
2.89,52.98,-0.137196213
2.89,53,-0.137204224
2.89,53.02,-0.137212006
2.89,53.03,-0.137221024
2.89,53.05,-0.137230591
2.89,53.07,-0.137240601
2.89,53.08,-0.137251312
2.9,53.1,-0.137261475
2.9,53.12,-0.13727179
2.9,53.13,-0.137281921
2.9,53.15,-0.137291931
2.9,53.17,-0.137302139
2.91,53.18,-0.13731189
2.91,53.2,-0.13732048
2.91,53.21,-0.137328949
2.91,53.23,-0.137337555
2.91,53.25,-0.137346054
2.91,53.27,-0.137353638
2.91,53.28,-0.137360596
2.92,53.3,-0.1373685
2.92,53.32,-0.137375855
2.92,53.33,-0.137384827
2.92,53.35,-0.137392822
2.92,53.37,-0.137400833
2.93,53.38,-0.137409393
2.93,53.4,-0.137418716
2.93,53.42,-0.137427597
2.93,53.43,-0.137435898
2.93,53.45,-0.137444336
2.93,53.47,-0.137453323
2.94,53.48,-0.137462723
2.94,53.5,-0.137472748
2.94,53.52,-0.137483124
2.94,53.53,-0.137492828
2.94,53.55,-0.137503128
2.94,53.57,-0.137513062
2.94,53.58,-0.137523132
2.95,53.6,-0.137532532
2.95,53.62,-0.137541733
2.95,53.63,-0.137550736
2.95,53.65,-0.137559876
2.95,53.67,-0.137568512
2.96,53.68,-0.137578156
2.96,53.7,-0.137586639
2.96,53.72,-0.13759549
2.96,53.73,-0.137606171
2.96,53.75,-0.137616745
2.96,53.77,-0.13762738
2.96,53.78,-0.137638657
2.97,53.8,-0.137650726
2.97,53.82,-0.137661713
2.97,53.83,-0.13767305
2.97,53.85,-0.137683899
2.97,53.87,-0.137694672
2.98,53.88,-0.13770398
2.98,53.9,-0.137713425
2.98,53.92,-0.137721832
2.98,53.93,-0.137730423
2.98,53.95,-0.137739685
2.98,53.97,-0.137749191
2.99,53.98,-0.137758698
2.99,54,-0.137767853
2.99,54.02,-0.137776993
2.99,54.03,-0.137786469
2.99,54.05,-0.137797165
2.99,54.07,-0.137807022
2.99,54.08,-0.137817383
3,54.1,-0.137827347
3,54.12,-0.137837631
3,54.13,-0.137848007
3,54.15,-0.137859238
3,54.17,-0.137869949
3.01,54.18,-0.137880707
3.01,54.2,-0.137890656
3.01,54.22,-0.137899567
3.01,54.23,-0.137907822
3.01,54.25,-0.137916458
3.01,54.27,-0.137924622
3.01,54.28,-0.137932419
3.02,54.3,-0.13794133
3.02,54.32,-0.137950897
3.02,54.33,-0.137961594
3.02,54.35,-0.137972427
3.02,54.37,-0.137983337
3.03,54.38,-0.137993927
3.03,54.4,-0.138003769
3.03,54.42,-0.13801413
3.03,54.43,-0.138023712
3.03,54.45,-0.138033341
3.03,54.47,-0.138042328
3.04,54.48,-0.138052048
3.04,54.5,-0.138061646
3.04,54.52,-0.138071411
3.04,54.53,-0.138081284
3.04,54.55,-0.138090515
